文本序号	文本内容
733	1.70米，空间很足，带小孩很舒适。
734	本人175cm，80Kg，乘坐毫无压力后排地台凸起了现在感觉空间比以前小中空设计显得主驾驶空间特别大
735	反正我座上去很舒服头顶空间也很大
736	像我比较瘦，出去玩的话就坐4个也不挤，刚刚好，在就感觉它的很舒适的。
737	好几个朋友做我的车都睡着啦
738	大，b车都差不多
739	本人身高175，体重78KG，算的上比较壮了！坐到主驾驶位，把座椅调整到自己最舒适的位置，头部空间有1拳的距离，膝部空间距中控台1拳的距离，不会觉得拥挤和压抑！A柱也不会阻挡驾驶的视线！第二排主驾后面（楼主自己坐的），膝部空间离主驾位有2拳的距离，头部空间一拳的距离；第二排只坐2个成年人的话，空间是很宽裕的，中间还有个可以收放的扶手箱杯架；坐3个成年人的话，会有一点挤，不是横向的空间不够，是因为地台是突出的，坐在中间，双腿的位置不好放，稍微有点瑕疵！储物空间足够，手机、钱包、饮料等物品都能放置，且都是随手可及的位置，很方便实用；后备箱家用是完全足够的，日常购物、节假出行的行李，都能放下！
740	1.74米高，通常坐2人
741	本人183，坐上去一点压力都没有，特别要说的是后备箱空间，比我之前车的大多了
742	乘坐空间我身高180，前排头部空间一拳，后排腿部空间很大，只是中间有凸起，舒适型稍有影响。
743	空间还是很不错，就是后排和以前的老款比的话有个地台，但是没什么影响，我1米78的大胖子毫无压力，后备箱空间很大，储物空间后备箱空间挺大的，能放下好几个大的行李箱，中央扶手箱的空间也很大，估计能放好几瓶矿泉水，就是门把手旁边的储物空间有点小，估计也就能放个矿泉水，中央扶手的杯架还是比较大的，估计能放下大瓶的脉动乘坐空间我1米78，体重82公斤，前排的空间不用说，本来就比较大，后排乘坐空间还是比较充裕的，就是中间的话腿有点点挤！
744	空间宽敞
745	前排后排空间都比较好后备箱也够大
746	我家身材都比较高大，空间很满意。
747	平常一个人开，上下班，非常充足的空间感！
748	空间够了吧我181，一般这车加上驾驶员4人，后面中间地方拱起长时间坐，不舒服。
749	身高174、体重170，非常宽敞。放行李后备箱真是大，妈妈在也不用担心我的行李没地方放了
750	空间不错，上下班，接孩子足矣。出门也不用它，否则我那塞纳就下岗了。
751	本人1.78够用
752	乘坐空间我后排没坐过，到是前排还是不错，乘坐舒适性不错。
753	我体重84KG，身高173cm，驾驶位的空间完全足够，平时只有我和我老婆开，所以目前只用到了前排。后备箱的空间也挺大的，足够家用！
754	我本人圆柱体181cm110kg大胖子油腻男一枚！把车调成我喜欢开车的方式（几乎就是像后调满）！后排空间在我正后方的位置也不会很小！在坐一个我也没有问题。储物空间后备箱啊！后排座椅可以放倒！挺好！。手套箱小（身份证件都放不了）没有眼镜盒，副驾驶的箱子也很小
755	我算是比较瘦但是个子还算高，感觉这个车还是挺大的，老公说我开车不注意看还以为是无人驾驶，后排也还可以，主要我一个人用所以空间感觉很满意后排，不咋用，闺蜜们坐着没说不够前排的杯架，也不常用，但是放东西挺方便，装了一个无线充电器，好用
756	空间够用的
757	空间比同级别的车要大，前后排都很空敞，丝毫没有拥挤的感觉。
758	空间前排绝对大，后排略小，不过我觉得也很大了，够了
759	四口之家，两个小孩还小目前够用
760	本人178，感觉坐姿还不够低。方向盘底座有点顶膝盖。后座中间位稍微有点难坐，其他的空间绝对够。
761	本人173，一般只有我和媳妇，偶尔商务接待客户，空间不能说大，但是绝对够用，后排乘坐很舒适
762	满载5人也不怎么拥挤乘坐空间我身高172，驾驶起来感觉空间很大，不会又不自如的感觉。
763	驾驶空间良好，如果驾驶员身高在190左右，头部稍微会时常触碰到天花板，但腿部空间良好。乘坐空间作者对比过2013款凯美瑞，后排空间从感觉上略微有缩减，后排中间座椅的突起更增加后排三人乘坐的困难度。
764	个人身高178，体重80公斤，座椅调节到最低头部空间充足，腿部更是没问题，视野也很清晰。
765	2700轴距就不用担心乘坐空间后排空间很大，座三个标准身材的人无压力，200斤的胖子就够呛了储物空间四个门的储蓄利用率不高，不实用，后备箱空间很大。过年走亲访友，必备
766	空间是很棒的，朋友坐上去留着许多的空闲地，伸腿方便。乘坐空间我身高175，坐在前排，座椅放置到合适的位置，上面头部有很大的空间，后排空间也很宽敞，只是中间有些凸起，坐久会累。
767	前后排的空间都很大，我一米七八的个子，体重一百六十来斤坐进来都不觉得挤，腿部空间很大，再来说下后备箱，可以塞下两个大大的行李箱，还有一点空间放其他东西，所以说到空间，那真的是很大。
768	本人一米七左右，腿部间距还有两拳
769	自身160左右，开车座椅这些没啥要求，好开就行，后排座位地板不平整
770	通常就我一个人，空间肯定够了
771	空间足够，对于我165身高，这款车空间足够大，整体舒服，视野好！后排空间也还可以！整体满意
772	空间挺大的。真不错。
773	老公1米8坐着头顶有一个拳头的距离，还行。环抱式座椅提升驾乘体验后备箱空间也很充足
774	对我174的身材来说空间可以了感觉B级车空间都不会相差太多吧毕竟定位在哪里
775	身高1.78左右前排后排没压力！试过一次超载后排做4个成人也不怎么拥挤。
776	我183，老婆170，两个人把前排座椅调好，家人坐后面一点都不挤，非常宽敞。空间很不错！后备箱也挺大
777	前后空间大，设计的很好比较宽敞，后排有出风口，后排没有大包，中间凸起也很低，家人使用非常的舒适，做三个成人无压力~！后备箱也非常满意~！一般的家庭出行自驾三个大人一个孩子，没问题。储物空间中间的储物箱非常大~！可以放很多东西，中间的两个水杯槽也很满意。全家出游时后排空间很大，老爸老妈家孩子做后面一点都不挤。
778	空间嘛，不用再说了，直接5星满评。这里真的不想去拉仇恨，哈哈哈，比朋友的C5足足大了一圈啊！后尾箱可以塞3个大男人，所以嘛大家懂
779	全家四口人坐着轻松舒适，后排随意跷二郎腿我要汽车之家送的车钥匙套
780	我们全家平均身高166，中型车对于我们来说，很宽敞。乘坐空间偶然载岳父和大舅，他们都是176-180的肥壮汉，200斤左右，坐在后排都很宽敞。储物空间车内各个位置的储备地方都够用。放几台手机，几个水壶都没问题。全家出游时全家最多坐五人，三个大肥佬在后都毫无压力。放行李超级吐槽，电池占用了很多位置，搞到这台中型车还不如紧凑型的行李空间。
781	空间真的没得说，朋友一上车第一句话就是：这车真他妈宽敞。后备箱更是大的离谱，反正家用没得说，绰绰有余。储物空间也有缺点，前排手机没地方放啊，总是放在门板的夹层里。
782	空间很满意，前排调到舒适的位置后排的空间还是很宽敞。前排储物空间足够用，但是觉得还是应该规划出一个放大屏手机的地方，我的大屏手机现在只能放在扶手箱的下边的位置。后备箱经常处于空置的状态，我跟老婆平时都没有很多的东西要带，车买来主要是用于通勤和代步。后备箱空间很足，满意。缺点就是后排座椅不能放倒，要是能放倒的话就更满意了。
783	空间宽敞，过年那会后排4个人无压力。后备箱空间因为有个电动机，少了点。不过也算大了，一家人出游，过年走亲戚放东西完全没问题。
784	空间大，特别是后排地板全平。电动坐椅不错，特别副驾驶有调节键，方便老人上下车，特别好用，省心省力。
785	作为最强保姆车的小凯，无论驾驶位还是后排空间，都是灰常灰常大大大哒~
